Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","Erie","0.850671","0.873263","0.852026","0.872203","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.875431","0.867561","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.863905","0.882168","0 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.038412","0.025117","8 out of 10","8 out of 9","8 out of 10"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","YONKERS","NY","10701","Westchester","0.850671","0.873263","0.863931","0.869851","8 out of 10","6 out of 9","8 out of 10","0.883472","0.908094","0.888180","0.890319","3 out of 10","1 out of 9","3 out of 10","0.882334","0.907906","0.885690","0.883552","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.030849","0.026197","6 out of 10","6 out of 9","6 out of 10"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","WARSAW","NY","14569","Wyoming","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.883024","0.878820","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.866955","0.903026","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","BRONX","NY","10456","Bronx","0.850671","0.873263","0.855251","0.860085","4 out of 10","2 out of 9","4 out of 10","0.883472","0.908094","0.896857","0.892063","4 out of 10","0 out of 9","4 out of 10","0.882334","0.907906","0.878047","0.901356","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","Broome","0.850671","0.873263","0.857732","0.871330","9 out of 10","8 out of 9","9 out of 10","0.883472","0.908094","0.865972","0.872470","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.863610","0.881797","0 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.038765","0.027342","5 out of 10","7 out of 9","7 out of 10"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE, MAIL CODE 34","ALBANY","NY","12208","Albany","0.850671","0.873263","0.838505","0.862829","5 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.908120","0.904645","8 out of 10","0 out of 9","8 out of 10","0.882334","0.907906","0.901243","0.885765","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.027135","0.025474","7 out of 10","4 out of 9","7 out of 10"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","Queens","0.850671","0.873263","0.849390","0.847213","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.894995","0.885078","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.860615","0.868186","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","Kings","0.850671","0.873263","0.847049","0.890369","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.889682","0.919147","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.874454","0.890470","3 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","Dutchess","0.850671","0.873263","0.855830","0.878987","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.893928","0.893239","4 out of 10","0 out of 9","4 out of 10","0.882334","0.907906","0.882487","0.904185","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.033245","0.027716","5 out of 10","5 out of 9","5 out of 10"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","New York","0.850671","0.873263","0.872037","0.884373","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.903009","0.904382","8 out of 10","2 out of 9","8 out of 10","0.882334","0.907906","0.898580","0.915887","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.037801","0.033870","0 out of 10","2 out of 9","2 out of 10"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","Nassau","0.850671","0.873263","0.840122","0.856643","3 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.861791","0.874431","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.874626","0.867348","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","Richmond","0.850671","0.873263","0.854968","0.882086","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.889998","0.866554","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.875064","0.888947","3 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.030659","0.027062","6 out of 10","4 out of 9","6 out of 10"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","Wayne","0.850671","0.873263","0.863839","0.878748","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.872718","0.891599","3 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.875371","0.899822","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.039787","0.036804","0 out of 10","1 out of 9","1 out of 10"
"330033","CHENANGO MEMORIAL HOSPITAL","179 NORTH BROAD STREET","NORWICH","NY","13815","Chenango","0.850671","0.873263","0.842837","0.856541","3 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.882681","0.846878","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.880127","0.862837","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.044967","0.027082","6 out of 10","8 out of 9","8 out of 10"
"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","Suffolk","0.850671","0.873263","0.877909","0.870892","9 out of 10","0 out of 9","9 out of 10","0.883472","0.908094","0.875455","0.882823","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.875436","0.900314","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.020139","0.024237","8 out of 10","0 out of 9","8 out of 10"
"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","Oneida","0.850671","0.873263","0.831359","0.837187","0 out of 10","1 out of 9","1 out of 10","0.883472","0.908094","0.870261","0.865669","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.890924","0.871911","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.029922","0.031261","1 out of 10","0 out of 9","1 out of 10"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","Suffolk","0.850671","0.873263","0.837136","0.889446","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.896478","0.912152","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.881751","0.898001","6 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.023351","0.022409","10 out of 10","9 out of 9","10 out of 10"
"330046","MOUNT SINAI WEST","1000 TENTH AVENUE","NEW YORK","NY","10019","New York","0.850671","0.873263","0.867522","0.879296","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.898264","0.906314","9 out of 10","8 out of 9","9 out of 10","0.882334","0.907906","0.899694","0.918756","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.027684","0.030446","2 out of 10","0 out of 9","2 out of 10"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","Montgomery","0.850671","0.873263","0.844220","0.875261","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.880436","0.854828","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.885120","0.905783","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.023100","0.019013","10 out of 10","9 out of 9","10 out of 10"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","Dutchess","0.850671","0.873263","0.863616","0.872591","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.885054","0.879349","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879317","0.902305","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.026214","0.017302","10 out of 10","9 out of 9","10 out of 10"
"330055","NEW YORK-PRESBYTERIAN/QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","Queens","0.850671","0.873263","0.852128","0.869728","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.900869","0.893303","4 out of 10","0 out of 9","4 out of 10","0.882334","0.907906","0.872430","0.901492","7 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.030954","0.022075","10 out of 10","9 out of 9","10 out of 10"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","Kings","0.850671","0.873263","0.847517","0.873671","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.893581","0.886597","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.876033","0.877499","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.041855","0.022696","10 out of 10","9 out of 9","10 out of 10"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","Albany","0.850671","0.873263","0.853537","0.875763","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.883649","0.881750","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.914276","0.904377","8 out of 10","0 out of 9","8 out of 10","0.032229","0.023178","0.020905","0.017158","10 out of 10","9 out of 9","10 out of 10"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY","14456","Ontario","0.850671","0.873263","0.832924","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.834239","0.853361","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.864843","0.908553","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.037444","0.024389","8 out of 10","9 out of 9","9 out of 10"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","Bronx","0.850671","0.873263","0.885484","0.883984","10 out of 10","0 out of 9","10 out of 10","0.883472","0.908094","0.907446","0.914951","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.910511","0.928956","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.040167","0.024546","8 out of 10","9 out of 9","9 out of 10"
"330061","NEW YORK-PRESBYTERIAN HOSPITAL","55 PALMER AVENUE","BRONXVILLE","NY","10708","Westchester","0.850671","0.873263","0.879658","0.884293","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.882407","0.866105","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.878642","0.889173","3 out of 10","3 out of 9","3 out of 10","0.032229","0.023178","0.028203","0.026131","7 out of 10","4 out of 9","7 out of 10"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY","14302","Niagara","0.850671","0.873263","0.832365","0.870842","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.872967","0.880976","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.887452","0.894042","5 out of 10","3 out of 9","5 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","Genesee","0.850671","0.873263","0.843810","0.872989","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.886549","0.869241","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879827","0.897951","6 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.031396","0.023308","9 out of 10","9 out of 9","9 out of 10"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","Ontario","0.850671","0.873263","0.841282","0.856702","3 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.871082","0.869758","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.865511","0.874309","0 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.027429","0.023475","9 out of 10","9 out of 9","9 out of 10"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","Erie","0.850671","0.873263","0.840542","0.852016","1 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.899963","0.864469","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.884580","0.890788","3 out of 10","2 out of 9","3 out of 10","0.032229","0.023178","0.030739","0.020557","10 out of 10","9 out of 9","10 out of 10"
"330079","ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86","SARANAC LAKE","NY","12983","Franklin","0.850671","0.873263","0.847845","0.869970","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.883178","0.869392","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.877214","0.883435","1 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.028578","0.020591","10 out of 10","9 out of 9","10 out of 10"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","Bronx","0.850671","0.873263","0.844327","0.874417","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.903235","0.883912","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.874773","0.879423","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","Franklin","0.850671","0.873263","0.849202","0.854672","2 out of 10","2 out of 9","2 out of 10","0.883472","0.908094","0.877368","0.863185","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.859488","0.882991","1 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.033979","0.022331","10 out of 10","9 out of 9","10 out of 10"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","Otsego","0.850671","0.873263","0.841839","0.872111","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.889509","0.888476","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.860841","0.902928","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.031736","0.031749","1 out of 10","0 out of 9","1 out of 10"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY","10550","Westchester","0.850671","0.873263","0.859537","0.866875","7 out of 10","5 out of 9","7 out of 10","0.883472","0.908094","0.874427","0.878091","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.884200","0.902752","8 out of 10","7 out of 9","8 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","Suffolk","0.850671","0.873263","0.859927","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.885306","0.865425","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.880142","0.902445","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","Chemung","0.850671","0.873263","0.870657","0.865083","6 out of 10","0 out of 9","6 out of 10","0.883472","0.908094","0.863892","0.871195","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.902033","0.897119","6 out of 10","0 out of 9","6 out of 10","0.032229","0.023178","0.026957","0.021659","10 out of 10","9 out of 9","10 out of 10"
"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","Columbia","0.850671","0.873263","0.858176","0.852522","1 out of 10","0 out of 9","1 out of 10","0.883472","0.908094","0.865553","0.882460","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.873092","0.895162","5 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.026642","0.019819","10 out of 10","9 out of 9","10 out of 10"
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY","14895","Allegany","0.850671","0.873263","0.839110","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.864221","0.844231","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.847183","0.881470","0 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10065","New York","0.850671","0.873263","0.890057","0.903839","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.916701","0.919426","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.920288","0.917522","10 out of 10","0 out of 9","10 out of 10","0.032229","0.023178","0.032422","0.029831","3 out of 10","2 out of 9","3 out of 10"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","Erie","0.850671","0.873263","0.841666","0.857264","3 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.893221","0.859739","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.880995","0.883126","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.027447","0.024726","8 out of 10","6 out of 9","8 out of 10"
